Date,Daily Average NO2 (ug/m3),Daily Average O3 (ug/m3),Daily Average CO (mg/m3),Daily Average PM2.5 (ug/m3),Daily Average PM10 (ug/m3),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2),lightCount,heavyCount
2020-04-03,2.985625,17.202833333333334,0.04295833333333333,0.8449166666666666,2.2271666666666667,123,0.3,115,6.7,152,0.0,12.1,11.3,90.0,18.9,6.6,3.7,-,14.4,15.6,-,17.0,1022.1,1016.0,6.1,12.96,1177.7382075471698,57.11585365853659
2020-04-04,4.322791666666666,15.6145,0.05430434782608696,1.5245416666666667,5.089291666666667,190,0.5,48,8.8,164,0.0,8.5,8.4,98.0,21.3,4.5,0.6,-,12.5,15.1,-,17.0,1026.0,1019.8,8.4,15.60,982.0070754716982,42.48170731707317
2020-04-05,8.440041666666668,13.131124999999999,0.0565,3.2774583333333336,4.445166666666666,61,0.4,349,6.7,111,0.0,10.5,10.0,94.0,23.0,3.9,-0.6,-,12.0,14.2,-,17.0,1028.1,1021.9,10.2,16.05,1806.9245810055866,89.62244897959184
2020-04-06,10.814416666666666,14.913499999999999,0.06225,4.733791666666667,6.166399999999999,81,0.4,356,8.2,141,0.0,10.6,10.3,96.0,21.4,3.3,-1.1,-,12.0,14.0,-,16.9,1025.3,1019.1,9.4,13.59,1872.247663551402,117.85714285714286
2020-04-07,2.759608695652174,20.326083333333333,0.04760869565217391,3.141458333333333,10.457791666666667,20,3.2,334,11.8,314,4.0,17.2,14.3,71.0,19.8,10.2,7.6,-,14.3,15.1,-,16.8,1013.9,1008.0,2.3,7.10,2004.6191588785048,119.61309523809524
2020-04-08,4.564166666666666,20.816666666666666,0.042624999999999996,5.7985,15.545166666666667,251,1.9,320,8.2,117,3.6,13.5,12.8,92.0,19.1,13.1,12.7,-,15.1,15.8,-,16.8,1011.1,1005.1,3.5,9.09,2068.6495327102803,112.28571428571429
2020-04-09,5.174791666666667,17.17320833333333,0.059666666666666666,5.842,11.131166666666665,218,4.3,172,13.4,175,0.0,11.8,10.7,87.0,15.8,8.6,5.3,-,13.6,15.1,-,16.7,1009.8,1003.8,5.5,10.21,771.5849056603773,33.390243902439025
2020-04-10,7.654083333333333,10.202125,0.09130434782608696,5.2820833333333335,9.293333333333333,73,0.5,260,6.2,98,0.0,7.6,7.3,96.0,19.3,1.3,-1.6,-,10.6,13.0,-,16.7,1017.2,1011.0,10.1,15.35,1206.5327102803737,48.654761904761905
2020-04-11,19.3343,12.824041666666666,0.06579166666666666,4.331375,8.063375,98,0.4,328,8.8,221,0.0,8.2,8.1,98.0,19.6,1.2,-2.2,-,10.4,12.8,-,16.7,1015.1,1009.0,9.8,15.15,848.6518691588785,24.18452380952381
2020-04-12,,19.6875,0.04641666666666667,2.395916666666667,7.111666666666667,4,3.8,320,19.0,576,26.0,17.0,13.8,68.0,20.0,8.1,6.1,-,14.0,14.5,-,16.5,1008.9,1003.0,6.0,11.00,972.5350467289719,42.07738095238095
2020-04-13,,24.480249999999998,0.04918181818181819,5.700958333333333,16.18766666666667,313,7.0,313,20.1,497,0.0,16.4,13.6,71.0,17.6,15.4,13.2,-,14.8,15.2,-,16.4,991.8,986.0,7.8,12.00,1865.4813953488372,98.1875
2020-04-14,,21.229541666666666,0.09183333333333332,3.4613333333333336,8.672916666666667,242,2.2,310,13.9,146,0.0,9.7,6.6,60.0,15.0,4.2,0.3,-,11.2,13.3,-,16.4,1003.8,997.8,9.1,13.86,1937.8371559633028,113.80113636363636
2020-04-15,,20.26,0.09875,6.403458333333333,16.111250000000002,53,1.0,184,10.8,143,0.0,7.6,6.1,79.0,14.4,0.4,-3.3,-,9.9,12.2,-,16.3,1011.4,1005.3,8.8,12.89,1915.8967889908256,115.2784090909091
2020-04-16,,14.210958333333332,0.10426086956521739,5.086625000000001,13.019416666666666,64,0.5,320,10.8,246,0.0,8.4,7.5,88.0,18.8,1.6,-1.5,-,10.2,12.3,-,16.2,1005.4,999.3,8.8,13.23,1920.1123853211009,111.36931818181819
2020-04-17,,24.3225,0.06425,4.812375,11.282666666666666,324,5.0,291,13.9,352,2.6,16.6,14.3,76.0,19.9,8.5,8.0,-,13.6,13.9,-,16.0,1000.4,994.5,0.5,6.31,1172.0412844036698,53.15909090909091
2020-04-18,,26.658875,0.04770833333333333,4.9003749999999995,12.904791666666666,302,5.9,301,17.5,546,0.6,16.6,15.1,84.0,18.3,15.0,12.8,-,14.8,15.0,-,15.9,997.4,991.5,3.7,7.18,992.2821100917431,37.80113636363637
2020-04-19,,25.279791666666668,0.042086956521739126,9.633416666666667,24.265208333333334,317,6.6,307,20.1,510,0.0,16.7,13.0,63.0,18.1,14.3,9.1,-,13.7,14.4,-,15.9,1005.9,1000.0,8.6,11.05,1854.5972222222222,95.62790697674419
2020-04-20,1.4364285714285714,25.063541666666666,0.0555,6.0421249999999995,15.667250000000001,297,2.9,295,14.4,262,0.0,15.7,12.3,65.0,17.6,13.3,9.0,-,12.8,13.9,-,15.9,1015.1,1009.1,5.5,8.87,1968.8532110091744,110.22727272727273
2020-04-21,9.675391304347826,17.833041666666666,0.10222727272727274,3.266125,6.967625000000001,40,0.5,360,7.7,124,0.0,10.4,10.0,95.0,18.5,6.4,2.8,-,11.8,13.6,-,15.9,1017.3,1011.2,9.1,12.56,2090.532110091743,117.07954545454545
2020-04-22,9.303041666666667,18.434458333333335,0.06434782608695652,2.1724166666666664,9.331166666666666,112,0.9,357,10.8,239,0.0,11.7,11.2,94.0,18.8,1.2,-1.3,-,10.2,12.3,-,15.9,1017.8,1011.7,8.9,12.46,2137.373853211009,116.76704545454545
2020-04-23,3.171826086956522,22.083416666666665,0.05491666666666667,3.75525,7.229,46,2.1,345,10.8,240,0.0,16.3,13.7,73.0,18.5,9.9,6.9,-,13.2,13.9,-,15.8,1015.5,1009.5,6.3,9.84,2263.142523364486,115.89880952380952
2020-04-24,4.18325,22.681749999999997,0.06066666666666667,2.525916666666667,7.599625,21,2.4,3,9.3,226,0.0,16.4,13.7,72.0,19.8,12.1,6.9,-,13.9,14.6,-,15.7,1012.3,1006.3,9.2,12.13,1295.892523364486,55.5
2020-04-25,4.386791666666666,20.32529166666667,0.056652173913043474,4.49,13.72125,18,3.6,309,14.4,228,0.0,15.2,12.4,70.0,18.9,7.1,2.2,-,12.8,13.8,-,15.7,1013.0,1007.0,7.4,11.92,1204.6308411214952,36.75
2020-04-26,4.030875,21.178416666666667,0.05408333333333334,7.286625,18.748875,278,0.6,346,9.8,266,0.0,13.6,12.8,91.0,20.1,7.2,3.8,-,13.5,14.1,-,15.7,1019.8,1013.7,8.5,11.17,1271.460396039604,48.958333333333336
2020-04-27,1.205,24.400458333333333,0.039875,5.568874999999999,14.62025,347,4.9,348,18.0,384,1.8,15.8,12.7,68.0,18.1,13.6,7.8,-,13.7,14.5,-,15.6,1017.1,1011.1,0.1,4.15,4727.2095238095235,219.9268292682927
2020-04-28,14.520954545454545,15.881208333333333,0.15465217391304348,5.742875000000001,12.097458333333334,160,0.5,348,9.3,90,0.0,12.0,11.6,95.0,20.8,7.0,3.5,-,12.8,14.3,-,15.6,1022.3,1016.2,9.7,12.43,4620.242857142857,272.9146341463415
2020-04-29,17.784857142857142,12.912791666666665,0.12962500000000002,5.014875,13.227791666666667,75,0.3,348,8.8,188,0.0,6.8,6.6,97.0,19.6,-0.1,-3.5,-,9.3,12.2,-,15.7,1032.6,1026.3,9.7,12.24,4416.318681318681,272.67857142857144
2020-04-30,6.149875000000001,22.872958333333333,0.06104166666666667,5.1470416666666665,15.279916666666667,333,4.4,311,14.9,319,0.0,15.7,12.6,68.0,18.3,6.9,2.5,-,12.6,13.5,-,15.6,1031.1,1025.0,5.2,8.44,4802.6509009009005,292.42934782608694
2020-05-01,7.377083333333334,22.301041666666666,0.06883333333333333,4.516333333333333,14.602208333333335,5,4.7,342,11.3,308,0.0,15.8,12.3,64.0,18.6,14.0,8.8,-,13.1,13.8,-,15.5,1026.0,1020.0,1.8,7.12,3179.892376681614,139.82608695652175
2020-05-02,3.308125,22.952791666666666,0.05958333333333333,4.105208333333334,11.6105,17,4.9,360,17.5,612,2.8,15.9,12.0,60.0,21.1,14.5,11.5,-,13.6,14.3,-,15.5,1017.7,1011.7,4.6,9.64,2104.652466367713,69.91847826086956
2020-05-03,1.7837083333333332,22.677208333333336,0.042916666666666665,3.4004166666666666,9.680958333333333,347,11.8,352,22.1,473,38.0,19.3,16.2,71.0,20.1,15.8,14.3,-,15.1,15.1,-,15.4,1003.9,998.1,0.0,3.82,4169.561643835616,258.97727272727275
2020-05-04,7.958749999999999,23.397958333333335,0.06991304347826087,3.362458333333333,11.199708333333334,61,1.8,325,14.9,250,13.8,14.9,13.4,84.0,17.8,13.1,12.2,-,14.3,14.9,-,15.4,998.7,992.8,4.1,6.77,4155.479820627803,278.7173913043478
2020-05-05,8.854166666666666,22.014,0.08145833333333334,3.8015833333333333,11.417916666666665,274,2.1,225,8.2,188,37.4,10.2,9.5,91.0,11.2,7.6,5.1,-,12.6,13.8,-,15.5,999.5,993.5,0.0,2.40,4601.163677130045,290.4402173913044
2020-05-06,14.66275,17.550375,0.16354166666666667,5.26175,11.028,32,1.7,215,9.3,135,0.0,8.0,7.6,94.0,13.9,5.5,3.4,-,10.0,11.6,-,15.4,1015.5,1009.4,8.3,10.45,4646.119815668203,303.9673913043478
2020-05-07,14.612208333333333,15.232541666666668,0.11679166666666667,3.7312,10.724083333333333,59,2.4,358,11.3,275,0.0,12.8,10.9,78.0,17.3,-0.2,-2.2,-,8.7,10.6,-,15.3,1013.8,1007.8,9.4,11.07,4900.766816143498,312.4891304347826
2020-05-08,18.036583333333333,11.34125,0.12,5.873583333333333,15.194250000000002,70,1.0,335,11.3,148,0.0,13.3,11.8,83.0,19.4,7.8,4.2,-,10.5,11.8,-,15.1,1017.2,1011.2,9.1,10.48,3568.451111111111,141.2712765957447
2020-05-09,13.595083333333333,9.384416666666667,0.11791666666666667,8.195458333333333,15.397958333333333,41,0.5,358,6.2,70,0.0,9.8,9.5,96.0,19.1,3.4,0.4,-,10.2,11.7,-,15.0,1025.5,1019.3,9.1,10.70,3218.722222222222,81.05851063829788
2020-05-10,14.405541666666666,11.5085,0.078375,8.632375,12.397333333333334,179,0.3,1,8.8,138,0.0,6.2,6.1,98.0,18.9,0.8,-1.2,-,8.9,11.1,-,14.9,1025.8,1019.5,8.2,9.87,4479.069587628866,305.468253968254
2020-05-11,18.255333333333333,9.856791666666666,0.11316666666666668,7.620125000000001,12.638833333333332,167,1.4,330,7.7,116,0.0,11.9,10.6,84.0,19.9,6.2,6.3,-,11.8,12.4,-,14.8,1021.3,1015.2,7.5,9.86,4843.808370044053,336.7552083333333
2020-05-12,16.24175,8.257291666666667,0.13283333333333333,7.8870000000000005,11.684750000000001,153,0.6,272,5.1,86,0.0,10.6,9.7,89.0,19.1,4.9,0.6,-,11.1,12.1,-,14.7,1022.8,1016.7,7.4,9.17,5054.449339207048,343.5729166666667
2020-05-13,23.011,4.178791666666666,0.30195833333333333,10.03125,15.016958333333333,209,0.6,46,5.1,64,0.0,7.4,7.3,98.0,17.6,1.7,-0.7,-,9.3,11.4,-,14.7,1027.9,1021.7,4.8,7.52,6657.566079295154,374.0885416666667
2020-05-14,18.227541666666667,10.831125,0.23208333333333334,5.491166666666667,10.469624999999999,37,0.6,354,7.7,136,0.0,5.7,5.6,98.0,17.8,2.3,-0.4,-,8.6,10.9,-,14.6,1024.5,1018.2,7.4,7.46,7043.449339207048,364.2291666666667
2020-05-15,16.318875000000002,18.187041666666666,0.11699999999999999,5.621833333333334,13.201666666666666,266,0.9,243,7.2,88,0.0,10.6,10.3,96.0,15.8,5.7,4.5,-,10.3,11.5,-,14.5,1022.7,1016.6,2.7,4.49,6134.711453744493,198.265625
2020-05-16,5.5945,24.731666666666666,0.0811304347826087,6.994833333333333,16.590500000000002,218,0.2,142,7.2,109,0.0,7.2,7.1,98.0,14.6,2.5,-1.0,-,9.5,11.0,-,14.4,1028.1,1021.9,0.8,4.70,5540.909691629956,146.69270833333334
2020-05-17,8.675625,19.912625000000002,0.15395833333333334,5.637291666666666,9.580541666666667,48,0.7,31,6.7,95,0.0,7.2,7.1,98.0,17.8,3.0,0.1,-,9.7,11.3,-,14.4,1030.2,1023.9,7.5,9.19,6660.964757709251,347.6145833333333
2020-05-18,17.36225,9.580208333333333,0.23450000000000001,8.091083333333334,11.933124999999999,49,0.3,-,-,-,0.4,4.8,4.7,99.0,-,0.0,-2.1,-,8.0,10.4,-,14.3,1027.3,1021.0,-,-,6719.086666666667,362.609375
2020-05-19,13.709833333333334,21.053416666666667,0.15530434782608696,5.948708333333333,15.552208333333333,301,0.3,184,8.2,81,0.2,8.5,8.2,96.0,13.6,6.7,3.9,-,9.9,11.2,-,14.1,1031.5,1025.3,3.7,6.95,7065.691111111111,372.45212765957444
2020-05-20,28.46175,8.085666666666667,0.27720833333333333,6.194958333333333,12.375666666666667,0,0.0,255,3.6,58,0.0,0.7,0.6,97.0,14.1,-4.1,-7.9,-,5.3,8.6,-,14.1,1032.1,1025.7,8.8,9.83,7295.184210526316,370.7771739130435
2020-05-21,14.964958333333334,18.378625,0.143625,4.729583333333333,11.827583333333331,65,3.3,334,7.7,208,0.0,10.4,8.4,74.0,13.2,-3.6,-7.0,-,7.4,8.6,-,13.9,1028.3,1022.1,0.2,3.05,7599.762331838565,370.17391304347825
2020-05-22,9.130041666666667,25.387,0.09737499999999999,3.7395416666666663,9.436166666666667,25,2.7,5,10.3,162,0.0,12.8,10.4,72.0,15.5,9.2,5.3,-,10.1,10.6,-,13.8,1023.0,1016.9,3.0,6.33,6709.195555555556,201.0744680851064
2020-05-23,16.216041666666666,14.644374999999998,0.211875,6.454125,12.044333333333334,353,0.1,266,6.7,74,0.0,5.5,5.3,97.0,15.9,0.1,-2.8,-,7.2,9.4,-,13.7,1022.8,1016.6,6.5,7.68,5465.786666666667,121.80851063829788
2020-05-24,17.353166666666667,10.947375000000001,0.25958333333333333,7.148958333333333,10.592791666666667,213,0.4,58,3.6,78,32.4,6.0,5.8,96.0,14.4,2.5,-0.1,-,7.9,9.4,-,13.6,1018.5,1012.3,0.0,2.02,6561.863228699552,304.9619565217391
2020-05-25,10.509125,18.337875,0.121,4.21525,7.734791666666666,262,3.1,248,8.2,159,0.8,12.5,12.3,97.0,12.8,6.0,6.3,-,11.7,11.5,-,13.5,1006.2,1000.2,0.0,1.82,7076.943946188341,356.9076086956522
2020-05-26,8.610833333333334,23.388666666666666,0.122375,4.9495,11.160958333333333,173,0.5,136,7.2,112,0.0,10.5,10.0,94.0,12.9,9.2,8.2,-,10.9,11.4,-,13.4,1019.9,1013.8,1.7,4.82,7398.831838565023,376.9619565217391
2020-05-27,11.472083333333332,22.024041666666665,0.10691666666666666,3.50325,7.996041666666667,138,1.2,144,7.7,85,0.0,11.0,8.2,66.0,13.2,7.1,3.9,-,10.5,11.2,-,13.3,1024.7,1018.6,6.2,7.61,7582.83105022831,377.3863636363636
2020-05-28,22.952041666666663,7.873208333333333,0.2932916666666667,7.737791666666666,14.697708333333333,204,0.2,266,3.6,34,0.0,1.7,1.5,97.0,15.7,-2.1,-4.6,-,6.2,8.8,-,13.4,1024.5,1018.2,7.9,9.05,7996.958904109589,369.3068181818182
2020-05-29,24.402833333333334,9.030458333333334,0.20850000000000002,7.403,12.866208333333333,43,0.1,248,6.2,62,2.2,5.6,2.7,-,15.6,-0.8,-4.1,-,7.0,8.5,-,13.4,1018.6,1012.4,3.1,5.19,6777.371681415929,192.79347826086956
2020-05-30,9.519583333333333,19.999,0.13808333333333334,5.460708333333333,10.477916666666667,0,0.0,67,6.7,95,0.0,9.8,6.4,-,13.6,5.6,6.9,-,10.2,10.7,-,13.2,1024.5,1018.3,0.4,3.55,6167.256637168141,133.1413043478261
2020-05-31,10.557875000000001,16.178708333333333,0.16970833333333335,3.4128333333333334,6.027208333333333,300,0.2,55,10.8,275,0.0,8.2,5.0,-,15.5,2.6,-1.1,-,7.8,9.4,-,13.2,1030.3,1024.1,7.3,8.47,5290.818652849741,115.86440677966101
2020-06-01,13.443291666666667,14.195583333333333,0.17633333333333334,1.8818333333333335,5.300166666666667,78,2.1,88,9.3,172,3.2,13.1,9.0,-,16.0,8.1,7.5,-,10.4,10.7,-,13.1,1021.2,1015.1,0.0,2.67,7244.201754385965,328.74468085106383
2020-06-02,21.057791666666667,12.068416666666666,0.21620833333333334,3.49025,9.472541666666666,-,-,2,6.2,112,0.0,-,-,-,17.8,11.4,9.4,-,-,-,-,-,-,-,5.2,6.64,7431.903508771929,382.13829787234044
2020-06-03,15.684333333333333,16.89425,0.14045833333333332,3.4843333333333333,11.359125,33,1.7,22,7.2,183,2.8,12.8,11.5,85.0,16.0,3.2,-0.4,-,10.3,10.8,-,13.0,1014.1,1008.1,3.6,6.01,7337.5723684210525,365.8031914893617
2020-06-04,11.637583333333334,21.680833333333336,0.09676190476190476,5.589625000000001,10.628583333333333,330,3.0,331,9.8,165,39.2,15.3,13.3,79.0,15.4,9.3,6.3,-,11.8,11.7,-,13.0,1001.4,995.5,0.2,2.81,7702.7,355.375
2020-06-05,10.517086956521739,21.887708333333332,0.11883333333333333,4.569166666666667,10.139666666666667,250,2.9,246,5.7,93,0.0,9.2,8.7,93.0,10.8,9.0,8.7,-,10.6,11.4,-,13.0,1006.9,1000.8,0.6,3.69,6720.778260869565,202.97916666666666
2020-06-06,14.130541666666666,16.301624999999998,0.18033333333333335,6.840625,11.693125,302,0.3,325,12.4,181,2.8,5.2,5.1,99.0,15.2,2.4,-0.6,-,7.9,9.8,-,13.0,1004.2,998.1,4.1,6.10,5885.297826086957,136.80729166666666
2020-06-07,14.419916666666666,15.456583333333334,0.22645833333333334,4.942166666666666,8.829875,221,0.1,279,8.2,97,0.0,7.3,6.8,93.0,13.0,4.8,1.8,-,9.0,10.2,-,13.0,1013.2,1007.0,7.7,8.73,7076.276086956522,345.6197916666667
2020-06-08,32.608,5.325125,0.34725,9.52975,14.020041666666666,145,0.3,334,9.8,160,0.0,2.3,2.2,98.0,14.3,-1.6,-5.3,-,5.4,8.2,-,13.0,1017.8,1011.5,8.2,8.79,7454.639130434783,372.1666666666667
2020-06-09,30.526666666666667,5.390666666666667,0.398125,9.760125,14.764416666666667,112,0.7,270,3.6,35,0.0,4.7,4.5,97.0,16.1,1.6,-1.6,-,5.8,8.0,-,12.9,1020.1,1013.9,8.3,8.37,7684.754347826087,378.484375
2020-06-10,31.987624999999998,5.693416666666667,0.2880416666666667,6.7465,13.848166666666666,73,0.1,315,6.2,117,0.0,1.0,1.0,99.0,15.5,-2.4,-5.7,-,4.5,7.2,-,12.8,1026.4,1020.0,8.1,8.33,7710.150442477876,368.8369565217391
2020-06-11,10.853833333333334,21.336166666666667,0.11033333333333334,2.7698750000000003,10.439041666666666,41,2.1,304,13.4,470,0.0,11.6,9.9,79.0,14.9,1.0,-1.5,-,7.1,8.1,-,12.6,1022.0,1015.9,6.5,7.75,8001.615044247787,351.4673913043478
2020-06-12,9.425416666666667,25.386208333333332,0.11516666666666668,6.000375000000001,16.904833333333332,299,8.6,295,17.5,176,0.6,14.2,12.1,77.0,15.0,11.7,10.0,-,11.0,10.5,-,12.4,1019.5,1013.5,0.1,2.88,7230.2477876106195,198.07608695652175
2020-06-13,11.638291666666667,23.153916666666664,0.158875,4.920083333333333,15.241083333333334,16,0.2,152,7.7,55,0.0,4.5,4.2,95.0,11.8,0.4,-3.0,-,6.8,8.6,-,12.3,1036.4,1030.0,2.4,4.89,6328.432735426009,158.39673913043478
2020-06-14,23.334,6.386333333333333,0.3429166666666667,9.524958333333332,11.628166666666667,27,0.2,263,3.1,38,0.0,0.0,-0.1,98.0,13.1,-3.4,-8.2,-,3.9,6.9,-,12.3,1039.5,1033.0,8.2,8.36,7114.641255605381,329.92391304347825
2020-06-15,17.961625,13.868708333333332,0.13991666666666666,4.741083333333333,10.249583333333334,75,0.8,321,11.3,361,2.0,6.6,6.3,95.0,13.6,-0.5,-5.3,-,6.2,7.3,-,12.2,1031.1,1024.8,0.4,3.27,7310.715246636772,340.875
2020-06-16,10.074875,22.29675,0.08270833333333334,4.781875,14.400041666666667,358,4.3,325,11.8,301,0.6,13.1,11.6,83.0,14.5,6.6,7.5,-,10.5,10.2,-,12.0,1026.5,1020.4,0.0,2.02,7484.529147982063,343.3152173913044
2020-06-17,9.656666666666666,22.216041666666666,0.09100000000000001,2.8976666666666664,7.280125000000001,5,4.5,356,11.3,263,31.2,13.5,12.5,88.0,15.0,12.1,11.4,-,11.5,11.1,-,12.0,1024.7,1018.6,0.0,2.27,7242.441704035875,314.41847826086956
2020-06-18,7.543916666666667,26.436333333333334,0.075125,2.9502916666666668,6.830375,260,2.3,350,7.7,260,30.0,10.7,10.4,96.0,11.8,10.7,10.2,-,11.4,11.6,-,12.0,1021.6,1015.5,0.0,0.92,7793.466367713005,321.0978260869565
2020-06-19,6.465083333333333,26.147041666666667,0.07583333333333334,2.557541666666667,12.323208333333334,235,2.2,246,8.2,180,0.0,10.7,10.5,97.0,12.1,10.0,9.7,-,10.6,11.0,-,12.0,1023.5,1017.4,0.0,2.35,6807.625560538117,175.2663043478261
2020-06-20,5.461166666666666,23.947374999999997,0.085,2.2185,6.739333333333334,189,0.4,224,7.7,207,0.0,9.6,9.5,99.0,13.2,9.1,8.9,-,10.6,11.0,-,12.0,1020.6,1014.5,1.2,3.34,6020.520179372197,134.09782608695653
2020-06-21,5.430958333333333,27.025166666666667,0.09383333333333332,3.0290416666666666,10.689708333333334,137,1.3,74,8.2,136,0.0,11.1,9.4,79.0,11.9,9.5,8.6,-,10.2,10.9,-,12.1,1025.5,1019.4,0.3,3.90,7259.5723981900455,333.78333333333336
2020-06-22,21.983708333333336,11.241,0.29925,6.376083333333334,12.699625,38,0.4,272,6.2,84,0.2,4.5,4.4,99.0,13.0,2.2,-1.0,-,7.1,9.1,-,12.2,1024.4,1018.1,6.5,7.00,7691.183257918552,371.9076086956522
2020-06-23,30.238041666666664,1.30725,0.46475,8.703125,14.929625,58,0.2,328,2.6,22,0.0,4.3,4.2,99.0,16.3,4.1,2.1,-,8.5,9.7,-,12.2,1026.4,1020.1,7.1,7.64,7914.497737556561,366.6195652173913
2020-06-24,15.298875,10.241041666666666,0.21308333333333332,4.835958333333333,12.461583333333332,43,0.1,68,9.8,310,0.0,1.8,1.8,99.0,14.4,0.0,-3.2,-,5.7,8.2,-,12.1,1023.1,1016.8,6.2,7.61,7993.545248868778,370.1467391304348
2020-06-25,10.163375,24.29641666666667,0.08912500000000001,2.763541666666667,8.655083333333334,115,3.5,82,13.4,373,5.6,10.4,8.4,74.0,12.0,1.8,2.4,-,9.3,9.9,-,12.0,1021.4,1015.3,0.0,2.60,8242.131221719457,351.8152173913044
2020-06-26,18.747583333333335,18.940583333333333,0.17645833333333336,3.127708333333333,10.159916666666666,128,2.5,63,14.4,403,0.4,11.5,10.5,87.0,14.5,10.3,9.3,-,10.2,10.4,-,12.0,1021.0,1014.9,0.0,2.62,7446.477375565611,194.3423913043478
2020-06-27,21.106125,10.218708333333334,0.298,4.713875,8.882166666666667,89,5.0,75,11.8,151,3.0,14.4,11.8,72.0,17.4,11.5,10.8,-,10.8,10.8,-,11.9,1013.0,1007.0,2.0,4.46,6106.684331797235,121.625
2020-06-28,12.570583333333333,17.682083333333335,0.18525,4.6505,13.676625,322,3.5,310,11.3,214,10.6,12.5,11.5,88.0,13.8,9.0,6.0,-,10.8,11.0,-,12.0,1003.8,997.8,0.7,2.98,7036.248847926267,317.1630434782609
2020-06-29,14.825041666666666,22.99291666666667,0.12083333333333333,5.136375,13.946875,174,0.5,245,8.2,118,3.4,7.8,7.7,98.0,10.6,6.3,3.7,-,9.4,10.6,-,12.0,1004.7,998.6,0.0,2.45,7494.919354838709,344.4619565217391
2020-06-30,7.620666666666666,26.810083333333335,0.08608333333333333,4.281916666666667,11.490541666666665,204,3.5,203,8.8,205,7.8,7.8,6.2,77.0,9.1,6.7,4.8,-,8.6,9.9,-,12.0,1006.0,999.9,0.9,3.49,7617.149769585253,332.375
2020-07-01,5.311304347826087,28.566333333333333,0.08120833333333334,4.603583333333333,13.686333333333332,219,3.6,231,17.5,644,49.8,6.0,5.2,87.0,7.4,4.5,2.8,-,7.7,9.2,-,12.0,1005.2,999.1,0.2,1.83,7535.6635944700465,301.9347826086956
2020-07-02,4.977333333333333,29.120125,0.06991666666666667,5.892250000000001,13.85125,209,7.3,224,19.0,237,7.2,7.4,6.2,82.0,8.9,5.7,5.0,-,6.9,7.8,-,11.9,1010.5,1004.4,0.9,3.36,8427.737209302326,339.6611111111111
2020-07-03,27.817333333333334,11.425041666666667,0.313875,7.42425,13.971041666666666,14,0.2,234,7.2,50,0.2,1.1,1.1,99.0,12.2,-0.2,-3.0,-,5.3,7.4,-,11.6,1022.6,1016.3,7.7,8.30,7540.879069767442,197.63333333333333
2020-07-04,20.986916666666666,14.735041666666667,0.17720833333333333,5.291416666666667,12.026333333333334,39,0.8,24,6.2,240,0.0,8.0,7.9,99.0,13.9,-0.9,-4.6,-,5.4,6.9,-,11.5,1020.6,1014.4,1.7,3.95,6344.33023255814,131.98888888888888
2020-07-05,15.864125,19.236875,0.16195833333333334,3.6340833333333333,8.792458333333334,33,3.4,1,11.3,195,0.6,10.3,8.0,71.0,14.5,8.0,4.7,-,8.1,8.6,-,11.4,1014.4,1008.3,7.4,6.91,6673.192028985507,263.5980392156863
2020-07-06,14.46975,22.967125,0.10812499999999999,3.0349583333333334,11.534166666666666,4,5.3,335,12.4,277,4.8,11.6,10.8,90.0,13.9,6.2,3.4,-,9.1,9.0,-,11.3,997.6,991.6,0.5,3.97,7845.600938967136,351.3777777777778
2020-07-07,21.750708333333336,19.3025,0.17145833333333335,3.843583333333333,10.830333333333334,85,1.1,324,9.8,141,0.0,7.7,7.5,97.0,13.8,6.9,4.2,-,8.7,9.4,-,11.2,992.3,986.3,5.9,7.32,7676.871921182266,333.9222222222222
2020-07-08,11.650625,22.324791666666666,0.09395833333333332,4.189625,11.135875,199,1.5,199,14.4,351,4.4,8.2,6.4,75.0,8.4,5.0,2.4,-,8.0,9.0,-,11.2,997.1,991.1,0.0,1.83,7994.0610328638495,340.6666666666667
2020-07-09,7.0973749999999995,27.618958333333335,0.08054166666666666,4.62525,11.065291666666667,216,5.1,195,19.6,237,4.2,6.6,4.4,68.0,9.4,3.3,0.3,-,6.0,7.6,-,11.3,1012.6,1006.4,0.5,3.00,8487.173708920187,356.9
2020-07-10,24.454666666666668,9.336875000000001,0.2780416666666667,7.427041666666667,12.605458333333333,84,0.1,333,6.7,59,0.0,2.3,2.2,98.0,13.5,0.1,-3.7,-,5.3,7.4,-,11.2,1023.0,1016.7,8.2,7.98,7485.502347417841,189.82222222222222
2020-07-11,18.665499999999998,12.185291666666666,0.20475,4.723458333333333,10.524833333333333,89,0.3,343,8.8,276,0.0,-0.3,-0.3,99.0,13.7,-2.6,-6.0,-,3.6,6.2,-,11.1,1020.4,1014.0,7.9,9.45,6342.192488262911,130.1
2020-07-12,4.340583333333334,28.37754166666667,0.06616666666666667,3.9578333333333333,10.466916666666666,331,6.6,297,20.1,447,13.2,12.2,9.7,70.0,13.7,-0.6,0.1,-,8.1,8.2,-,11.0,1016.4,1010.3,0.5,3.41,7502.237951807229,335.6158536585366
